geneid	chr	s1	s2	strand
AL359636.2	chr9	122403407	122639685	1
OR1J1	chr9	122476958	122477926	-1
OR1J2	chr9	122510802	122511743	1
OR1J4	chr9	122519141	122520082	1
OR1N1	chr9	122526358	122527296	-1
OR1N2	chr9	122553112	122555173	1
OR1L8	chr9	122567117	122583384	-1
OR1H1P	chr9	122607864	122608800	1
OR1Q1	chr9	122614738	122615682	1
OR1B1	chr9	122628579	122629573	-1
OR1L1	chr9	122661566	122662648	1
OR1L3	chr9	122675036	122676153	1
TLK1P1	chr9	122685933	122688372	1
OR1L4	chr9	122723990	122724925	1
OR1L6	chr9	122742303	122750783	1
SKA2P1	chr9	122761844	122762233	1
OR5C1	chr9	122788933	122789895	1
PDCL	chr9	122798389	122828588	-1
OR1K1	chr9	122800123	122801073	1
KRT18P67	chr9	122837557	122838820	1
RC3H2	chr9	122844556	122905359	-1
SNORD90	chr9	122880213	122880323	-1
ZBTB6	chr9	122908056	122913323	-1
ZBTB26	chr9	122915566	122931512	-1
AC007066.2	chr9	122937623	122940333	1
AC007066.3	chr9	122940733	122941260	-1
RABGAP1	chr9	122940833	123104866	1
RNY1P15	chr9	122945988	122946094	-1
AC007066.1	chr9	123029373	123029753	-1
GPR21	chr9	123034527	123035696	1
AL365338.1	chr9	123061845	123063312	-1
MIR600HG	chr9	123109494	123115477	-1
STRBP	chr9	123109500	123268586	-1
MIR600	chr9	123111546	123111643	-1
CRB2	chr9	123356170	123380324	1
DENND1A	chr9	123379654	123930152	-1
MIR601	chr9	123402525	123402603	-1
MIR7150	chr9	123485529	123485622	-1
AL445489.1	chr9	123491884	123493156	1
AL390774.2	chr9	123736437	123751941	1
AL390774.1	chr9	123759220	123759775	1
PIGFP2	chr9	123843036	123843686	1
LHX2	chr9	124001670	124033301	1
AC006450.3	chr9	124006277	124009396	-1
AC006450.1	chr9	124010530	124011114	1
AC006450.2	chr9	124031624	124032524	-1
NEK6	chr9	124257606	124353307	1
AL162724.2	chr9	124259250	124261156	-1
AL162724.1	chr9	124262876	124265809	1
PSMB7	chr9	124353465	124415444	-1
ADGRD2	chr9	124451425	124478589	1
NR5A1	chr9	124481236	124507420	-1
AL354979.1	chr9	124514938	124516056	-1
NR6A1	chr9	124517275	124771311	-1
AL669818.1	chr9	124598707	124599580	-1
RN7SL302P	chr9	124607159	124607458	1
MIR181A2HG	chr9	124658467	124698631	1
MIR181A2	chr9	124692442	124692551	1
MIR181B2	chr9	124693710	124693798	1
AL354928.1	chr9	124770123	124772927	1
OLFML2A	chr9	124777133	124814885	1
WDR38	chr9	124853417	124857890	1
RPL35	chr9	124857880	124861981	-1
ARPC5L	chr9	124862130	124877733	1
GOLGA1	chr9	124878275	124948492	-1
RNU4-82P	chr9	124887410	124887549	-1
SCAI	chr9	124942608	125143528	-1
FXNP2	chr9	124968294	124968840	-1
PPP6C	chr9	125146573	125189939	-1
PRPS1P2	chr9	125150653	125151589	1
RPSAP76	chr9	125194649	125195821	-1
RABEPK	chr9	125200542	125234161	1
HSPA5	chr9	125234853	125241343	-1
AL354710.2	chr9	125241663	125257071	1
GAPVD1	chr9	125261794	125367207	1
AL354710.1	chr9	125263845	125264090	-1
RNU6-1020P	chr9	125303920	125304026	-1
AL627223.1	chr9	125372325	125372766	-1
AL627223.2	chr9	125417305	125417586	1
AL359632.1	chr9	125426169	125438509	1
MAPKAP1	chr9	125437393	125707234	-1
RN7SL30P	chr9	125512902	125513207	-1
AL162584.1	chr9	125567579	125573023	1
HNRNPA1P15	chr9	125595669	125596628	1
AL358074.1	chr9	125743754	125746552	-1
PBX3	chr9	125747345	125967377	1
AL589923.1	chr9	126057580	126159613	1
AL162391.2	chr9	126270121	126275918	-1
AL162391.1	chr9	126286999	126298593	-1
MVB12B	chr9	126326829	126507041	1
NRON	chr9	126408041	126408410	-1
AC006443.1	chr9	126426893	126426970	1
AL356309.2	chr9	126516417	126518808	1
AL356309.3	chr9	126518840	126520773	1
AL356309.1	chr9	126527618	126530343	1
AL161908.1	chr9	126589594	126613700	-1
LMX1B	chr9	126613928	126701032	1
AL161908.2	chr9	126640756	126641293	1
AL161731.1	chr9	126701173	126704691	-1
ZBTB43	chr9	126805006	126838210	1
ZBTB34	chr9	126860665	126885878	1
RALGPS1	chr9	126914774	127223166	1
ANGPTL2	chr9	127087348	127122635	-1
AL450263.1	chr9	127213783	127221907	-1
GARNL3	chr9	127224265	127393660	1
AL450263.2	chr9	127300093	127300982	-1
AL445222.2	chr9	127366770	127367397	1
SLC2A8	chr9	127397138	127408424	1
ZNF79	chr9	127424374	127445372	1
RPL12	chr9	127447674	127451406	-1
SNORA65	chr9	127448501	127448630	-1
LRSAM1	chr9	127451486	127503501	1
AL445222.1	chr9	127470875	127470987	1
NIBAN2	chr9	127505339	127578989	-1
STXBP1	chr9	127579370	127696027	1
AL162426.1	chr9	127690098	127690840	-1
PTRH1	chr9	127690348	127724873	-1
MIR3911	chr9	127690687	127690795	-1
CFAP157	chr9	127706988	127716002	1
TTC16	chr9	127716079	127731590	1
TOR2A	chr9	127731524	127735313	-1
SH2D3C	chr9	127738317	127778710	-1
AL162586.2	chr9	127754534	127760560	1
CDK9	chr9	127785679	127790792	1
MIR3960	chr9	127785833	127785923	1
MIR2861	chr9	127785918	127786007	1
FPGS	chr9	127794597	127814327	1
ENG	chr9	127815012	127854756	-1
AL162586.1	chr9	127816066	127822520	1
AL157935.1	chr9	127832635	127832743	-1
RNA5SP296	chr9	127841112	127841222	-1
AK1	chr9	127866486	127877675	-1
AL157935.3	chr9	127867850	127906022	-1
MIR4672	chr9	127869415	127869495	-1
ST6GALNAC6	chr9	127885321	127905408	-1
ST6GALNAC4	chr9	127907886	127917041	-1
PIP5KL1	chr9	127920881	127930785	-1
AL157935.2	chr9	127934503	127940952	1
DPM2	chr9	127935099	127938484	-1
FAM102A	chr9	127940582	127980989	-1
AL360268.2	chr9	128039135	128057362	-1
NAIF1	chr9	128061233	128068206	-1
SLC25A25	chr9	128068201	128109245	1
AL360268.1	chr9	128090969	128094457	-1
SLC25A25-AS1	chr9	128108581	128118693	-1
PTGES2	chr9	128120693	128128462	-1
AL590708.1	chr9	128128529	128130628	1
LCN2	chr9	128149071	128153453	1
C9orf16	chr9	128160265	128163924	1
CIZ1	chr9	128161251	128204383	-1
DNM1	chr9	128191655	128255248	1
MIR199B	chr9	128244721	128244830	-1
MIR3154	chr9	128244947	128245030	-1
GOLGA2	chr9	128255829	128275995	-1
SWI5	chr9	128275379	128316123	1
TRUB2	chr9	128305159	128322447	-1
AL359091.3	chr9	128316337	128316909	1
COQ4	chr9	128322544	128334072	1
SLC27A4	chr9	128340527	128361470	1
TMSB4XP4	chr9	128342153	128342770	1
URM1	chr9	128371361	128392016	1
AL359091.1	chr9	128392007	128393510	-1
MIR219A2	chr9	128392618	128392714	-1
MIR219B	chr9	128392621	128392708	1
CERCAM	chr9	128411751	128437351	1
AL359091.4	chr9	128431598	128432006	1
AL359091.2	chr9	128444587	128446628	1
ODF2	chr9	128455186	128501292	1
ODF2-AS1	chr9	128468957	128473012	-1
GLE1	chr9	128504719	128542288	1
AL356481.1	chr9	128528657	128552410	-1
RNU7-171P	chr9	128543916	128543977	1
SPTAN1	chr9	128552558	128633662	1
AL356481.2	chr9	128595893	128596633	1
AL356481.3	chr9	128630328	128631685	-1
WDR34	chr9	128633661	128656787	-1
VTI1BP4	chr9	128650998	128652145	1
HMGA1P4	chr9	128663134	128684477	-1
SET	chr9	128683424	128696400	1
PKN3	chr9	128702503	128720916	1
RN7SL560P	chr9	128709780	128710043	1
ZDHHC12	chr9	128720870	128724127	-1
AL441992.2	chr9	128724445	128733194	1
ZER1	chr9	128729786	128772414	-1
AL441992.1	chr9	128745857	128746138	-1
TBC1D13	chr9	128787253	128810430	1
ENDOG	chr9	128818500	128822676	1
SPOUT1	chr9	128819651	128829794	-1
AL441992.3	chr9	128819663	128881931	-1
KYAT1	chr9	128832942	128882494	-1
LRRC8A	chr9	128882112	128918039	1
PHYHD1	chr9	128920966	128942041	1
AL672142.1	chr9	128941478	128957021	1
DOLK	chr9	128945530	128947603	-1
NUP188	chr9	128947699	129007096	1
AL592211.1	chr9	129004502	129004998	-1
SH3GLB2	chr9	129007036	129028303	-1
MIGA2	chr9	129036621	129072082	1
AL592211.2	chr9	129080355	129080765	-1
DOLPP1	chr9	129081111	129090438	1
CRAT	chr9	129094794	129111189	-1
AL158151.2	chr9	129097854	129100266	1
PTPA	chr9	129110950	129148946	1
AL158151.4	chr9	129170434	129170940	1
IER5L	chr9	129175552	129178261	-1
AL158151.3	chr9	129175807	129177575	1
AL158151.1	chr9	129176771	129210548	1
AL161785.2	chr9	129258354	129259846	1
AL161785.3	chr9	129259062	129261581	1
AL161785.1	chr9	129282458	129312665	1
C9orf106	chr9	129321016	129324905	1
AL353803.5	chr9	129328261	129328401	1
LINC01503	chr9	129332300	129359541	1
RN7SL159P	chr9	129370170	129370461	-1
AL353803.3	chr9	129380136	129380470	-1
AL353803.2	chr9	129430652	129451422	-1
AL353803.1	chr9	129438216	129447545	1
LINC00963	chr9	129476946	129513687	1
AL353803.4	chr9	129480605	129482538	-1
AL391056.2	chr9	129503461	129506433	-1
AL391056.1	chr9	129575117	129584556	1
NTMT1	chr9	129608884	129636131	1
C9orf50	chr9	129612225	129620776	-1
ASB6	chr9	129634604	129642169	-1
AL590369.1	chr9	129640476	129641282	1
PRRX2	chr9	129665647	129722674	1
PRRX2-AS1	chr9	129712896	129718635	-1
PTGES	chr9	129738331	129753042	-1
UBE2V1P4	chr9	129791196	129791837	1
TOR1B	chr9	129803157	129811281	1
TOR1A	chr9	129812942	129824244	-1
C9orf78	chr9	129827290	129835863	-1
USP20	chr9	129834698	129881838	1
MIR6855	chr9	129869605	129869671	1
AL158207.1	chr9	129883693	129884170	-1
FNBP1	chr9	129887187	130043194	-1
AL158207.2	chr9	129933536	129936541	1
AL136141.1	chr9	130044713	130045081	1
GPR107	chr9	130053426	130140169	1
AL392105.1	chr9	130120806	130120912	1
GPRACR	chr9	130140610	130144219	-1
NCS1	chr9	130172404	130237303	1
HMCN2	chr9	130265882	130434123	1
RN7SL665P	chr9	130400266	130400565	1
ASS1	chr9	130444961	130501274	1
FUBP3	chr9	130578965	130638352	1
MIR6856	chr9	130626297	130626363	1
AL359092.2	chr9	130651799	130652383	1
PRDM12	chr9	130664594	130682983	1
EXOSC2	chr9	130693721	130704894	1
ABL1	chr9	130713016	130887675	1
AL359092.3	chr9	130713626	130713724	1
AL359092.1	chr9	130724786	130725050	-1
QRFP	chr9	130892707	130896812	-1
FIBCD1	chr9	130902438	130939286	-1
AL161733.1	chr9	130933851	130945520	1
LAMC3	chr9	131009174	131094473	1
AL583807.1	chr9	131021168	131021306	-1
AIF1L	chr9	131096476	131123152	1
NUP214	chr9	131125586	131234663	1
RNU6-881P	chr9	131126990	131127091	1
AL157938.2	chr9	131132852	131167505	-1
AL157938.3	chr9	131189910	131194205	-1
AL157938.1	chr9	131240687	131241724	1
FAM78A	chr9	131258076	131276510	-1
AL157938.4	chr9	131283421	131288278	1
PLPP7	chr9	131289459	131359022	1
AL354855.1	chr9	131370933	131372514	1
PRRC2B	chr9	131373636	131500197	1
SNORD62A	chr9	131485665	131485750	1
SNORD62B	chr9	131490486	131490571	1
AL358781.1	chr9	131497479	131500191	-1
POMT1	chr9	131502902	131523806	1
AL358781.2	chr9	131516558	131522229	-1
UCK1	chr9	131523801	131531264	-1
PRRT1B	chr9	131545514	131558620	1
RAPGEF1	chr9	131576770	131740074	-1
RN7SL328P	chr9	131725168	131725467	-1
EIF4A1P3	chr9	131782570	131782813	-1
AL160271.1	chr9	131782860	131782958	-1
AL160271.2	chr9	131816192	131820988	1
MED27	chr9	131852928	132079867	-1
NTNG2	chr9	132161676	132244526	1
SETX	chr9	132261356	132354986	-1
TTF1	chr9	132375548	132406851	-1
CFAP77	chr9	132410043	132573317	1
RNU5D-2P	chr9	132421641	132421690	1
BARHL1	chr9	132582606	132590252	1
DDX31	chr9	132592997	132670401	-1
GTF3C4	chr9	132670035	132694953	1
AK8	chr9	132725578	132878777	-1
AL445645.1	chr9	132768965	132770212	-1
SPACA9	chr9	132878027	132890201	1
TSC1	chr9	132891348	132946874	-1
GFI1B	chr9	132944000	132991687	1
MIR548AW	chr9	132945707	132945771	1
AL593851.1	chr9	132962511	132962667	1
RNU7-21P	chr9	132963732	132963793	1
EEF1A1P5	chr9	133019486	133020874	1
GTF3C5	chr9	133030675	133058503	1
MIR6877	chr9	133051996	133052059	1
CEL	chr9	133061978	133071863	1
CELP	chr9	133079900	133087355	1
RALGDS	chr9	133097720	133149334	-1
AL162417.1	chr9	133098121	133163914	-1
GBGT1	chr9	133152948	133163933	-1
OBP2B	chr9	133205277	133209250	-1
LCN1P1	chr9	133224905	133228591	-1
ABO	chr9	133250401	133276024	-1
AL772161.2	chr9	133302470	133302563	1
LCN1P2	chr9	133317794	133318469	1
SURF6	chr9	133328776	133336188	-1
AL772161.1	chr9	133337728	133337824	-1
MED22	chr9	133338312	133348131	-1
AL772161.3	chr9	133338990	133339465	1
RPL7A	chr9	133348218	133351426	1
SNORD24	chr9	133349396	133349470	1
SNORD36B	chr9	133350095	133350168	1
SNORD36A	chr9	133350456	133350528	1
SNORD36C	chr9	133350847	133350912	1
SURF1	chr9	133351758	133356676	-1
SURF2	chr9	133356550	133361158	1
SURF4	chr9	133361450	133376166	-1
STKLD1	chr9	133376366	133406096	1
REXO4	chr9	133406059	133418096	-1
ADAMTS13	chr9	133414358	133459402	1
CACFD1	chr9	133459965	133470848	1
SLC2A6	chr9	133471094	133479127	-1
MYMK	chr9	133514586	133528612	-1
ADAMTSL2	chr9	133532164	133575519	1
FAM163B	chr9	133577081	133609389	-1
AC002101.1	chr9	133611798	133633099	-1
DBH	chr9	133636363	133659329	1
DBH-AS1	chr9	133654586	133657313	-1
SARDH	chr9	133663560	133739955	-1
VAV2	chr9	133761894	133992604	-1
BRD3OS	chr9	134025481	134034666	1
BRD3	chr9	134030305	134068535	-1
AL445931.1	chr9	134054290	134058805	1
ARF4P1	chr9	134078904	134079444	1
BX649632.1	chr9	134132242	134135772	-1
WDR5	chr9	134135365	134159968	1
RNU6ATAC	chr9	134164439	134164564	-1
BX649601.1	chr9	134168769	134169340	1
LINC02247	chr9	134293931	134295397	-1
AL354796.1	chr9	134298463	134300413	1
RXRA	chr9	134317098	134440585	1
MIR4669	chr9	134379411	134379472	1
AL669970.1	chr9	134505472	134521442	1
AL669970.3	chr9	134527182	134545244	1
AL669970.2	chr9	134552738	134553897	1
COL5A1	chr9	134641803	134844843	1
COL5A1-AS1	chr9	134649385	134653073	-1
AL645768.1	chr9	134770651	134775671	-1
MIR3689C	chr9	134849298	134849369	-1
MIR3689A	chr9	134849487	134849564	-1
MIR3689D1	chr9	134849609	134849682	-1
MIR3689B	chr9	134850125	134850272	-1
MIR3689D2	chr9	134850277	134850356	-1
MIR3689E	chr9	134850570	134850641	-1
MIR3689F	chr9	134850742	134850807	-1
AL603650.1	chr9	134868236	134868475	1
FCN2	chr9	134880810	134887523	1
FCN1	chr9	134903232	134917912	-1
AL353611.1	chr9	134936524	134943207	1
AL353611.2	chr9	134992958	134995854	1
OLFM1	chr9	135075422	135121179	1
AL390778.1	chr9	135204722	135237597	-1
AL390778.2	chr9	135245696	135252708	-1
C9orf62	chr9	135343249	135346562	1
AL353615.1	chr9	135352673	135354284	1
SOCS5P2	chr9	135447446	135450154	1
PPP1R26-AS1	chr9	135462727	135480777	-1
PPP1R26	chr9	135479079	135488893	1
C9orf116	chr9	135495181	135501734	-1
MRPS2	chr9	135499984	135504673	1
AL161452.1	chr9	135503273	135506447	-1
LCN1	chr9	135521438	135526532	1
OBP2A	chr9	135546139	135549969	1
PAEP	chr9	135561756	135566955	1
LINC01502	chr9	135574935	135587112	1
PAEPP1	chr9	135588002	135591975	1
AL354761.1	chr9	135604345	135619893	1
GLT6D1	chr9	135623648	135639540	-1
LCN9	chr9	135663322	135666422	1
SOHLH1	chr9	135693407	135704498	-1
KCNT1	chr9	135702185	135795508	1
CAMSAP1	chr9	135808487	135907546	-1
AL355574.1	chr9	135907812	135916126	1
UBAC1	chr9	135932969	135961373	-1
NACC2	chr9	136006537	136095289	-1
LINC02846	chr9	136107808	136109424	-1
TMEM250	chr9	136114581	136118875	-1
AL138781.1	chr9	136122521	136124363	1
LHX3	chr9	136196250	136205128	-1
QSOX2	chr9	136206333	136245812	-1
CCDC187	chr9	136249971	136306901	-1
CR392000.1	chr9	136249978	136251205	1
CR392000.2	chr9	136263925	136267237	1
AC174065.1	chr9	136322303	136327323	-1
GPSM1	chr9	136327476	136359605	1
DNLZ	chr9	136359480	136363744	-1
CARD9	chr9	136361903	136373681	-1
SNAPC4	chr9	136375577	136400168	-1
ENTR1	chr9	136401922	136410614	-1
PMPCA	chr9	136410641	136423761	1
INPP5E	chr9	136428619	136439845	-1
SEC16A	chr9	136440096	136483759	-1
C9orf163	chr9	136483495	136486067	1
NOTCH1	chr9	136494433	136546048	-1
MIR4673	chr9	136519568	136519626	-1
AL592301.1	chr9	136542881	136543835	1
MIR4674	chr9	136546173	136546259	-1
NALT1	chr9	136546212	136549893	1
AL590226.2	chr9	136612024	136617181	-1
AL590226.1	chr9	136648610	136660421	-1
EGFL7	chr9	136658856	136672678	1
MIR126	chr9	136670602	136670686	1
AGPAT2	chr9	136673143	136687457	-1
DIPK1B	chr9	136712572	136724742	1
SNHG7	chr9	136721366	136728184	-1
SNORA17B	chr9	136726104	136726239	-1
SNORA17A	chr9	136726747	136726879	-1
AL355987.6	chr9	136726748	136726879	-1
AL355987.5	chr9	136728953	136729855	-1
AL355987.1	chr9	136738167	136748453	-1
LCN10	chr9	136738167	136743356	-1
LCN6	chr9	136744017	136748525	-1
MIR6722	chr9	136746893	136746970	-1
LCN8	chr9	136754386	136758543	-1
LCN15	chr9	136759634	136766255	-1
ATP6V1G1P3	chr9	136779939	136780218	1
TMEM141	chr9	136791344	136793317	1
AL355987.3	chr9	136791379	136800595	1
CCDC183	chr9	136796338	136807741	1
AL355987.4	chr9	136799223	136810042	1
AL355987.2	chr9	136800366	136829466	1
CCDC183-AS1	chr9	136803927	136808848	-1
RABL6	chr9	136807943	136841187	1
NCLP1	chr9	136812788	136815536	-1
MIR4292	chr9	136830957	136831023	1
AJM1	chr9	136844415	136848801	1
PHPT1	chr9	136848724	136851027	1
MAMDC4	chr9	136850943	136860799	1
EDF1	chr9	136862119	136866308	-1
TRAF2	chr9	136881912	136926607	1
MIR4479	chr9	136886733	136886803	1
AL807752.1	chr9	136935840	136937161	1
AL807752.5	chr9	136937169	136937988	-1
FBXW5	chr9	136940435	136944738	-1
C8G	chr9	136945185	136946975	1
LCN12	chr9	136949551	136955497	1
LINC02692	chr9	136969243	136971990	1
PTGDS	chr9	136975092	136981742	1
AL807752.7	chr9	136977518	136985435	1
LCNL1	chr9	136981904	136986410	1
PAXX	chr9	136992422	136993984	1
CLIC3	chr9	136994608	136996568	-1
ABCA2	chr9	137007234	137028922	-1
C9orf139	chr9	137027464	137037957	1
FUT7	chr9	137030174	137032088	-1
AL807752.6	chr9	137031241	137040436	-1
NPDC1	chr9	137039463	137046179	-1
ENTPD2	chr9	137048107	137054061	-1
AL807752.4	chr9	137052662	137053375	1
AL807752.2	chr9	137057663	137062461	1
SAPCD2	chr9	137062127	137070557	-1
AL807752.3	chr9	137063535	137064581	1
UAP1L1	chr9	137077517	137084539	1
MAN1B1-DT	chr9	137084946	137086817	-1
MAN1B1	chr9	137086985	137109183	1
AL929554.1	chr9	137094345	137094430	1
DPP7	chr9	137110546	137115177	-1
GRIN1	chr9	137139154	137168756	1
LRRC26	chr9	137168758	137170051	-1
AL929554.2	chr9	137168854	137171984	-1
MIR3621	chr9	137169186	137169270	-1
TMEM210	chr9	137170858	137172056	-1
ANAPC2	chr9	137174784	137188560	-1
SSNA1	chr9	137188660	137190370	1
TPRN	chr9	137191617	137204193	-1
TMEM203	chr9	137204082	137205648	-1
NDOR1	chr9	137205685	137217009	1
BX255925.3	chr9	137217452	137219361	1
RNF208	chr9	137220247	137221581	-1
CYSRT1	chr9	137224635	137226315	1
RNF224	chr9	137227502	137229640	1
SLC34A3	chr9	137230757	137236555	1
TUBB4B	chr9	137241287	137243707	1
FAM166A	chr9	137243584	137247770	-1
STPG3-AS1	chr9	137250219	137253497	-1
STPG3	chr9	137251261	137253483	1
NELFB	chr9	137255327	137273542	1
TOR4A	chr9	137277726	137282641	1
BX255925.2	chr9	137286112	137287236	1
BX255925.1	chr9	137293868	137295721	-1
BX255925.4	chr9	137294935	137300189	1
NRARP	chr9	137299631	137302271	-1
EXD3	chr9	137306896	137423211	-1
NOXA1	chr9	137423350	137434406	1
ENTPD8	chr9	137434364	137441816	-1
NSMF	chr9	137447570	137459334	-1
MIR7114	chr9	137450026	137450086	-1
PNPLA7	chr9	137459952	137550402	-1
MRPL41	chr9	137551879	137552555	1
DPH7	chr9	137554444	137578925	-1
ZMYND19	chr9	137582081	137590512	-1
ARRDC1	chr9	137605685	137615360	1
AL590627.3	chr9	137605744	137711018	1
ARRDC1-AS1	chr9	137615332	137618906	-1
EHMT1	chr9	137618992	137870016	1
AL590627.2	chr9	137638128	137638408	-1
SETP5	chr9	137640986	137641547	-1
AL590627.1	chr9	137776539	137789235	-1
MIR602	chr9	137838419	137838516	1
AL772363.1	chr9	137867925	137892570	-1
CACNA1B	chr9	137877782	138124624	1
AL591424.2	chr9	138129399	138129526	1
AL591424.1	chr9	138137095	138143864	1
TUBBP5	chr9	138150075	138177433	1
AL591424.3	chr9	138177426	138179774	-1
AL954642.1	chr9	138199933	138203325	-1
FAM157B	chr9	138217068	138253217	1
RNU6-785P	chr9	138259595	138259698	1
FO082796.1	chr9	138286248	138286430	1
FO082796.2	chr9	138319898	138320835	1
WBP1LP10	chr11	75780	76143	1
OR4F2P	chr11	86649	87586	-1
AC069287.1	chr11	112967	125927	-1
CICP23	chr11	123312	126123	1
LINC01001	chr11	127204	139612	-1
AC069287.3	chr11	129279	186136	1
RNU6-447P	chr11	152999	153102	-1
BET1L	chr11	167784	207428	-1
SCGB1C1	chr11	193078	194575	1
ODF3	chr11	196761	200261	1
AC069287.2	chr11	203623	205470	1
RIC8A	chr11	207511	215113	1
MIR6743	chr11	209336	209406	1
SIRT3	chr11	215030	236931	-1
PSMD13	chr11	236966	252984	1
AC136475.10	chr11	243099	243483	-1
NLRP6	chr11	278365	285359	1
AC136475.3	chr11	287305	288987	1
PGGHG	chr11	289126	296107	1
IFITM5	chr11	298200	299526	-1
AC136475.6	chr11	303856	304144	-1
IFITM2	chr11	307631	315272	1
AC136475.2	chr11	310139	311141	-1
IFITM1	chr11	313506	315272	1
AC136475.1	chr11	318640	325631	1
IFITM3	chr11	319676	327537	-1
AC136475.4	chr11	321991	322426	1
AC136475.8	chr11	322186	322727	-1
AC136475.7	chr11	325703	326294	-1
AC136475.5	chr11	327171	330122	1
AC136475.9	chr11	333192	333688	1
B4GALNT4	chr11	369499	382117	1
PKP3	chr11	392614	404908	1
SIGIRR	chr11	405716	417455	-1
ANO9	chr11	417933	442011	-1
RN7SL838P	chr11	440399	440693	-1
PTDSS2	chr11	448268	491399	1
AC138230.1	chr11	462930	463899	-1
RNH1	chr11	494512	507300	-1
AC137894.3	chr11	512513	518134	1
AC137894.1	chr11	528907	529659	1
HRAS	chr11	532242	537287	-1
LRRC56	chr11	537527	554912	1
LMNTD2	chr11	554850	560738	-1
LMNTD2-AS1	chr11	557595	560107	1
RASSF7	chr11	560404	564025	1
MIR210HG	chr11	565660	568457	-1
MIR210	chr11	568089	568198	-1
PHRF1	chr11	576470	612222	1
IRF7	chr11	612553	615983	-1
CDHR5	chr11	616577	626078	-1
SCT	chr11	626309	627181	-1
DRD4	chr11	637269	640706	1
DEAF1	chr11	644233	706715	-1
AC131934.1	chr11	665910	678391	1
EPS8L2	chr11	694438	727727	1
TMEM80	chr11	695428	705028	1
AP006621.4	chr11	708564	727047	-1
TALDO1	chr11	747415	765012	1
GATD1	chr11	767220	777488	-1
AP006621.3	chr11	777578	784297	1
AP006621.5	chr11	779617	780755	1
AP006621.2	chr11	781645	782105	1
CEND1	chr11	787115	790113	-1
SLC25A22	chr11	790475	798281	-1
PANO1	chr11	797511	799185	1
PIDD1	chr11	799179	809753	-1
RPLP2	chr11	809965	812880	1
SNORA52	chr11	811681	811814	1
PNPLA2	chr11	818914	825573	1
AP006621.1	chr11	823634	832883	-1
CRACR2B	chr11	826144	831991	1
CD151	chr11	832887	839831	1
POLR2L	chr11	837356	842529	-1
TSPAN4	chr11	842812	867116	1
AP006623.1	chr11	856880	859795	-1
CHID1	chr11	867859	915058	-1
AP2A2	chr11	924894	1012245	1
RNU6-1025P	chr11	948421	948524	1
MUC6	chr11	1012823	1036718	-1
LINC02688	chr11	1049880	1055749	1
MUC2	chr11	1074875	1110511	1
MUC5AC	chr11	1157953	1201138	1
AC061979.1	chr11	1218530	1220242	1
MUC5B	chr11	1223066	1262172	1
MUC5B-AS1	chr11	1242261	1249676	-1
MIR6744	chr11	1256605	1256670	1
TOLLIP	chr11	1274371	1309654	-1
TOLLIP-AS1	chr11	1309769	1310707	1
AC136297.1	chr11	1333250	1337068	-1
LINC02689	chr11	1350359	1364286	1
BRSK2	chr11	1389899	1462689	1
AC091196.1	chr11	1464582	1467632	-1
MOB2	chr11	1469457	1501247	-1
DUSP8	chr11	1554051	1572271	-1
KRTAP5-AS1	chr11	1571353	1599184	1
KRTAP5-1	chr11	1584342	1585283	-1
KRTAP5-2	chr11	1597177	1598294	-1
KRTAP5-3	chr11	1607565	1608463	-1
KRTAP5-4	chr11	1620958	1622138	-1
KRTAP5-5	chr11	1629775	1630707	1
AP006285.1	chr11	1662584	1663343	-1
FAM99A	chr11	1665597	1667856	1
FAM99B	chr11	1683269	1685629	-1
LINC02708	chr11	1688297	1689056	1
KRTAP5-6	chr11	1697195	1697755	1
IFITM10	chr11	1732406	1750595	-1
AC068580.4	chr11	1734821	1763954	-1
CTSD	chr11	1752755	1764573	-1
AC068580.3	chr11	1760348	1762486	1
AC068580.1	chr11	1763009	1763749	-1
AC068580.5	chr11	1773745	1774903	1
AC068580.2	chr11	1776930	1778388	-1
RPL36AP39	chr11	1792553	1792870	1
AC139143.1	chr11	1802889	1804095	-1
SYT8	chr11	1828307	1837521	1
TNNI2	chr11	1838981	1841680	1
LSP1	chr11	1853084	1892267	1
MIR4298	chr11	1859464	1859536	-1
AC051649.1	chr11	1864177	1866667	1
MIR7847	chr11	1880045	1880147	1
PRR33	chr11	1888577	1891895	-1
LINC01150	chr11	1897015	1908656	1
TNNT3	chr11	1919703	1938706	1
MRPL23	chr11	1947278	1984522	1
MRPL23-AS1	chr11	1983237	1989920	-1
LINC01219	chr11	1991096	1993670	1
H19	chr11	1995176	2001470	-1
AC051649.3	chr11	1996540	1996610	1
MIR675	chr11	1996759	1996831	-1
AC051649.2	chr11	1997484	1997552	1
IGF2	chr11	2129112	2141238	-1
AC132217.2	chr11	2129112	2158391	-1
AC132217.1	chr11	2129121	2129964	-1
INS-IGF2	chr11	2132538	2161209	-1
MIR483	chr11	2134134	2134209	-1
IGF2-AS	chr11	2140501	2148666	1
INS	chr11	2159779	2161221	-1
TH	chr11	2163929	2171815	-1
MIR4686	chr11	2173063	2173138	1
ASCL2	chr11	2268495	2270952	-1
C11orf21	chr11	2295628	2303049	-1
TSPAN32	chr11	2301997	2318204	1
RNU6-878P	chr11	2321718	2321827	1
CD81-AS1	chr11	2328749	2377992	-1
RPL26P30	chr11	2335135	2347685	-1
AC129929.1	chr11	2372638	2372750	1
CD81	chr11	2376177	2397397	1
