geneid	chr	s1	s2	strand
RNU6-200P	chr6	126911433	126911539	-1
VIMP1	chr6	126923502	126924795	-1
PRELID1P1	chr6	126964634	126965536	1
RPS4XP9	chr6	127004181	127004992	1
RSPO3	chr6	127439749	127518910	1
RNF146	chr6	127587755	127609712	1
ECHDC1	chr6	127609855	127664754	-1
RNA5SP217	chr6	127639028	127639118	-1
YWHAZP4	chr6	127676901	127677934	1
RPL5P18	chr6	127683658	127684548	1
RP1-177A13.1	chr6	127737680	127738097	-1
RP3-403A15.1	chr6	127756781	127757334	1
SOGA3	chr6	127759551	127840500	-1
KIAA0408	chr6	127761488	127780536	-1
C6orf58	chr6	127840600	127912962	1
RP11-151M7.1	chr6	127954103	127956466	-1
RP11-325O24.1	chr6	127976005	127976423	-1
RP11-325O24.5	chr6	127980569	127981483	1
RP11-325O24.2	chr6	127980835	127981724	-1
THEMIS	chr6	128029217	128239776	-1
PTPRK	chr6	128289924	128841870	-1
RP11-103C16.2	chr6	128349031	128406393	1
RP1-86D1.2	chr6	128752086	128753913	-1
RP1-86D1.3	chr6	128768543	128770446	-1
RP1-86D1.5	chr6	128821672	128822321	1
RP1-86D1.4	chr6	128826270	128827421	1
EEF1DP5	chr6	128901258	128902029	-1
RP1-6P5.2	chr6	128960333	128960798	-1
LAMA2	chr6	129204342	129837714	1
MESTP1	chr6	129250140	129251133	-1
BMPR1APS1	chr6	129478668	129480265	-1
RNU6-861P	chr6	129758020	129758125	-1
RP1-69D17.3	chr6	129800760	129802555	-1
RP1-69D17.4	chr6	129847771	129873732	-1
ARHGAP18	chr6	129897277	130031370	-1
Z97352.1	chr6	130068882	130068964	1
RPL5P21	chr6	130077443	130078257	-1
RP11-174C7.1	chr6	130104914	130105190	-1
RP11-174C7.2	chr6	130122053	130123359	1
RP11-174C7.3	chr6	130140782	130141315	-1
TMEM244	chr6	130152389	130182692	-1
L3MBTL3	chr6	130334844	130462594	1
RP11-73O6.3	chr6	130454555	130465515	-1
SAMD3	chr6	130465460	130686570	-1
TMEM200A	chr6	130686879	130764208	1
AL137251.1	chr6	130755410	130755498	1
RP11-102N11.1	chr6	131018457	131018923	1
SMLR1	chr6	131148546	131158275	1
EPB41L2	chr6	131160487	131384462	-1
AKAP7	chr6	131456806	131604675	1
RP1-209B5.2	chr6	131505465	131506626	-1
RPL21P67	chr6	131790199	131790676	1
ARG1	chr6	131894284	131905472	1
MED23	chr6	131895106	131949369	-1
ENPP3	chr6	131949582	132068553	1
RNU4-18P	chr6	131963958	131964106	-1
OR2A4	chr6	132021520	132022635	-1
CTAGE9	chr6	132029581	132032206	-1
RP5-988G15.1	chr6	132101861	132102452	-1
MIR548H5	chr6	132113312	132113371	1
ENPP1	chr6	132129156	132216295	1
RP3-323K23.3	chr6	132140943	132141231	-1
RN7SKP245	chr6	132141474	132141793	1
RP1-131F15.2	chr6	132147121	132149553	-1
RP11-69I8.2	chr6	132223103	132241705	1
CTGF	chr6	132269316	132272513	-1
RP11-69I8.3	chr6	132272086	132398533	1
RP3-523C21.2	chr6	132406224	132420419	1
MIR548AJ1	chr6	132436332	132436403	-1
LINC01013	chr6	132453055	132490514	1
EEF1A1P36	chr6	132593121	132594471	1
MOXD1	chr6	132617194	132722684	-1
STX7	chr6	132767006	132834337	-1
RPL21P66	chr6	132839969	132840434	-1
TAAR9	chr6	132859429	132860470	1
TAAR8	chr6	132873832	132874860	1
TAAR7P	chr6	132880163	132880404	1
TAAR6	chr6	132891461	132892498	1
TAAR5	chr6	132909731	132910877	-1
TAAR4P	chr6	132915537	132916575	-1
TAAR3	chr6	132929364	132930441	-1
TAAR2	chr6	132938161	132945414	-1
TAAR1	chr6	132966123	132967142	-1
HLFP1	chr6	132996024	132996522	1
VNN1	chr6	133002729	133035188	-1
CCNG1P1	chr6	133019922	133020806	1
VNN3	chr6	133043926	133055904	-1
VNN2	chr6	133065009	133084598	-1
RP1-55C23.7	chr6	133073814	133075090	1
RP1-55C23.8	chr6	133085799	133086597	1
SLC18B1	chr6	133090509	133119701	-1
RPS12	chr6	133135580	133138703	1
SNORD101	chr6	133136446	133136518	1
SNORD100	chr6	133137941	133138016	1
HMGB1P13	chr6	133189357	133189998	-1
RPL23AP46	chr6	133318690	133319179	-1
LINC00326	chr6	133409219	133427717	1
MTCYBP4	chr6	133471707	133471955	1
EYA4	chr6	133561736	133853258	1
RP1-283K11.3	chr6	133756215	133760602	-1
RP1-283K11.2	chr6	133773995	133777743	-1
RP3-323P13.2	chr6	133823390	134213074	-1
HSPE1P21	chr6	133831524	133831831	-1
RP11-704J17.5	chr6	133861922	133862312	1
FTH1P26	chr6	133997867	133998567	-1
RP4-662A9.2	chr6	134142285	134172938	1
TCF21	chr6	134210276	134216691	1
TBPL1	chr6	134273308	134311570	1
SLC2A12	chr6	134309835	134373774	-1
HMGA1P7	chr6	134436373	134436874	-1
RN7SL408P	chr6	134454711	134455004	1
SGK1	chr6	134490384	134639250	-1
RNA5SP218	chr6	134578173	134578281	1
KRT8P42	chr6	134618135	134619833	-1
CHCHD2P4	chr6	134714280	134715038	-1
RP11-557H15.3	chr6	134749378	134841723	-1
LINC01010	chr6	134758854	134825719	1
RP11-557H15.4	chr6	134846452	134980974	-1
FAM8A6P	chr6	134924702	134925836	-1
RP11-557H15.5	chr6	134927437	134930575	-1
CTA-31J9.2	chr6	134957627	134963633	1
RP1-287H17.1	chr6	135027198	135028487	-1
RP3-352A20.1	chr6	135219012	135219897	1
ALDH8A1	chr6	135238528	135271260	-1
RP11-349J5.2	chr6	135262530	135263588	1
HBS1L	chr6	135281516	135424194	-1
CTA-212D2.2	chr6	135376171	135381688	1
MYB	chr6	135502453	135540311	1
MYB-AS1	chr6	135516221	135517133	-1
MIR548A2	chr6	135560298	135560394	1
RP1-32B1.4	chr6	135581134	135582071	1
AHI1	chr6	135604670	135818914	-1
RP3-388E23.2	chr6	135622706	135628296	1
LINC00271	chr6	135818489	136037193	1
GAPDHP73	chr6	135940303	135941309	-1
RP1-38C16.2	chr6	135950543	135951406	-1
HMGB1P17	chr6	135957224	135957851	-1
RP11-394G3.2	chr6	136128286	136129604	-1
PDE7B	chr6	136172834	136516712	1
AL360178.1	chr6	136235893	136235985	1
AL512290.1	chr6	136298949	136299041	-1
COX5BP2	chr6	136355169	136356293	-1
RP13-143G15.3	chr6	136364990	136393965	-1
RP13-143G15.4	chr6	136415853	136546733	-1
MTFR2	chr6	136552162	136571473	-1
BCLAF1	chr6	136578001	136610989	-1
RP3-406A7.1	chr6	136639099	136639374	1
RP3-406A7.7	chr6	136656852	136657225	-1
MAP7	chr6	136663875	136871957	-1
RP3-406A7.3	chr6	136685267	136686217	1
RP3-406A7.5	chr6	136740985	136741563	-1
NDUFS5P1	chr6	136797000	136797288	-1
RP3-325F22.5	chr6	136871799	136873692	1
MAP3K5	chr6	136878185	137113656	-1
RP3-325F22.3	chr6	136950310	136969137	1
RNA5SP219	chr6	136951381	136951493	1
PEX7	chr6	137143717	137235075	1
RP11-55K22.2	chr6	137221371	137222667	-1
SLC35D3	chr6	137243402	137246777	1
RPL35AP3	chr6	137295067	137295354	-1
RP11-55K22.5	chr6	137303302	137314371	-1
RP11-204P2.3	chr6	137316307	137320641	1
IL20RA	chr6	137321108	137366298	-1
IL22RA2	chr6	137464968	137494785	-1
IFNGR1	chr6	137518621	137540586	-1
OLIG3	chr6	137813336	137815531	-1
BTF3L4P3	chr6	137865034	137865509	-1
RP11-95M15.1	chr6	137994597	137995691	1
RP11-95M15.2	chr6	138026560	138028338	-1
AL357060.1	chr6	138038085	138038179	1
RP11-356I2.1	chr6	138051307	138060120	-1
RP11-356I2.4	chr6	138144810	138189370	-1
TNFAIP3	chr6	138188351	138204449	1
RP11-10J5.1	chr6	138264216	138266939	-1
RP11-240M16.1	chr6	138266503	138293659	1
RPSAP42	chr6	138316407	138317284	1
PERP	chr6	138409642	138428648	-1
KIAA1244	chr6	138483058	138665800	1
PBOV1	chr6	138537129	138539627	-1
RP3-422G23.4	chr6	138699042	138704212	1
RP3-422G23.3	chr6	138714510	138714681	1
MARCKSL1P2	chr6	138723722	138724697	-1
HEBP2	chr6	138724668	138743334	1
NHSL1	chr6	138743180	139013708	-1
MIR3145	chr6	138756350	138756431	-1
RP11-390P2.2	chr6	138971363	138972110	-1
RP11-390P2.4	chr6	139013685	139018425	1
CCDC28A	chr6	139094657	139114456	1
ECT2L	chr6	139117063	139225207	1
RP3-509I19.1	chr6	139143884	139145015	1
RNU6-427P	chr6	139180164	139180270	-1
RP3-509I19.6	chr6	139200036	139200544	-1
REPS1	chr6	139224630	139309398	-1
ABRACL	chr6	139349819	139364439	1
HECA	chr6	139456249	139501939	1
RP1-225E12.2	chr6	139465341	139560442	-1
RP1-225E12.3	chr6	139480294	139566661	-1
TXLNB	chr6	139561198	139613276	-1
RP11-445F6.2	chr6	139592499	139608444	1
RP11-12A2.1	chr6	139659155	139660717	1
CITED2	chr6	139693393	139695757	-1
RP11-12A2.3	chr6	139791301	139794192	-1
ATP5F1P6	chr6	139935575	139936341	-1
RP11-15H7.2	chr6	139981065	139982650	1
RP5-899B16.1	chr6	140175987	140181288	1
RP5-899B16.2	chr6	140177241	140198528	-1
RP3-332B22.1	chr6	140388572	140414858	1
RNA5SP220	chr6	140479728	140479831	-1
MIR3668	chr6	140526389	140526463	1
AL356137.1	chr6	140981760	140981850	-1
MIR4465	chr6	141004951	141005020	1
RPS3AP24	chr6	141082666	141083399	1
RP3-460G2.2	chr6	141167095	141174061	-1
RP11-471B18.1	chr6	141243594	141244047	-1
RP11-63E9.1	chr6	141768148	141772143	1
RN7SKP106	chr6	141807278	141807549	-1
RPS3AP23	chr6	141956787	141957640	-1
NMBR	chr6	142379467	142409936	-1
RP11-137J7.3	chr6	142383854	142384190	1
RP11-137J7.2	chr6	142409370	142410356	1
GJE1	chr6	142454227	142456288	1
VTA1	chr6	142468367	142545826	1
RP11-753B14.1	chr6	142572984	142580769	-1
AL360007.1	chr6	142583780	142583871	-1
GPR126	chr6	142622991	142767403	1
RP11-440G9.1	chr6	142847592	142959026	-1
RP1-67K17.3	chr6	143069580	143074896	1
HIVEP2	chr6	143072604	143266338	-1
RP1-67K17.4	chr6	143109260	143115223	1
RP11-439L18.2	chr6	143267184	143277835	-1
RP11-439L18.1	chr6	143271348	143277783	1
RP11-439L18.3	chr6	143287558	143359214	-1
RP1-45I4.3	chr6	143360562	143363461	-1
AIG1	chr6	143381633	143661441	1
RP1-45I4.2	chr6	143415171	143420782	-1
RP1-95L4.2	chr6	143619907	143620691	-1
RP1-95L4.3	chr6	143648412	143648792	1
RP1-95L4.4	chr6	143663383	143664520	1
RP1-20N2.7	chr6	143707718	143708546	1
ADAT2	chr6	143743969	143771810	-1
TUBB8P2	chr6	143757353	143757847	1
AL031320.1	chr6	143759575	143764295	1
RNA5SP221	chr6	143770946	143771048	1
PEX3	chr6	143771944	143811147	1
RP1-20N2.6	chr6	143806116	143828464	1
VDAC1P8	chr6	143811652	143812504	1
FUCA2	chr6	143815948	143832827	-1
PHACTR2	chr6	143857982	144152322	1
RP11-436I24.1	chr6	143875462	143883168	-1
RP3-468K18.5	chr6	144128229	144165754	1
LTV1	chr6	144164481	144184949	1
RP3-468K18.6	chr6	144179199	144179826	-1
ZC2HC1B	chr6	144185573	144259483	1
PLAGL1	chr6	144261437	144385735	-1
RP3-340H11.2	chr6	144357755	144358841	1
SF3B5	chr6	144416018	144416754	-1
AL031390.1	chr6	144438986	144439062	-1
MRPL42P3	chr6	144457587	144457912	1
STX11	chr6	144471663	144509507	1
TPT1P4	chr6	144521584	144522102	-1
RP1-91J24.1	chr6	144578170	144578760	-1
UTRN	chr6	144606837	145174170	1
RP1-91J24.3	chr6	144632835	144654437	-1
RP11-106E7.1	chr6	144719095	144719888	1
RP11-277I20.2	chr6	145027869	145028183	-1
RP11-277I20.3	chr6	145029242	145029633	-1
AL356739.1	chr6	145669894	145669985	1
RNU1-33P	chr6	145784374	145784535	-1
RP1-28C20.1	chr6	145810766	145813228	-1
EPM2A	chr6	145822719	146057160	-1
RP3-466P17.1	chr6	146056706	146058354	1
RP3-466P17.2	chr6	146058047	146058309	-1
FBXO30	chr6	146114638	146135889	-1
RP11-545I5.3	chr6	146136048	146207721	1
SHPRH	chr6	146185381	146285559	-1
GRM1	chr6	146348782	146758734	1
FUNDC2P3	chr6	146492451	146492983	1
RNA5SP222	chr6	146661556	146661660	1
RP1-69B13.2	chr6	146686067	146686630	-1
RAB32	chr6	146864829	146876101	1
RP11-715G15.1	chr6	146915652	146920067	-1
ADGB	chr6	146920101	147136598	1
RNU6-734P	chr6	146960836	146960905	1
KATNBL1P6	chr6	147123495	147124960	-1
STXBP5-AS1	chr6	147163037	147525750	-1
RP11-497D6.3	chr6	147180317	147184217	1
RP11-497D6.5	chr6	147269664	147272295	-1
RP3-337D23.3	chr6	147480061	147502128	1
STXBP5	chr6	147525561	147706866	1
RP11-361F15.2	chr6	147708800	147711601	1
YAP1P1	chr6	147728025	147729417	1
SAMD5	chr6	147830063	148058683	1
RP11-307P5.1	chr6	147981839	148275073	1
RP11-307P5.2	chr6	148062570	148064460	-1
RP11-242F11.2	chr6	148338558	148342110	-1
RP11-631F7.2	chr6	148454945	148458540	-1
RP11-631F7.1	chr6	148558721	148604544	-1
SASH1	chr6	148593440	148873186	1
RNU6-1222P	chr6	148599808	148599914	1
CYP51A1P3	chr6	148799829	148801899	1
AL033378.1	chr6	148845289	148845376	-1
SNRPEP6	chr6	148888514	148888790	-1
RP11-461H3.2	chr6	148968843	148969733	-1
UST	chr6	149068464	149398126	1
RP11-162J8.2	chr6	149276764	149285820	-1
RP11-162J8.3	chr6	149348836	149353709	-1
RP11-365H23.1	chr6	149433145	149433808	-1
AL603766.1	chr6	149497843	149497930	-1
RP1-111D6.3	chr6	149539062	149565208	1
TAB2	chr6	149539777	149732749	1
RP1-111D6.2	chr6	149564435	149565137	-1
RN7SL234P	chr6	149612488	149612780	1
FABP12P1	chr6	149625243	149625564	-1
SUMO4	chr6	149721495	149722177	1
ZC3H12D	chr6	149768794	149806197	-1
RP1-281H8.3	chr6	149812703	149813425	-1
PPIL4	chr6	149825869	149867174	-1
RNU7-3P	chr6	149838092	149838153	1
RP1-12G14.5	chr6	149882288	149885085	1
GINM1	chr6	149887430	149912884	1
RP1-12G14.6	chr6	149896601	149897260	-1
RP1-12G14.7	chr6	149912891	149913799	-1
RPS18P9	chr6	149915220	149915679	1
KATNA1	chr6	149916009	149970108	-1
LATS1	chr6	149979289	150039392	-1
NUP43	chr6	150045451	150070801	-1
PCMT1	chr6	150070579	150132556	1
RP11-350J20.4	chr6	150115899	150116882	1
RP11-350J20.5	chr6	150117711	150119308	-1
LRP11	chr6	150139934	150186199	-1
RP11-350J20.12	chr6	150173598	150174328	1
RP11-244K5.8	chr6	150183733	150240643	1
CCT7P1	chr6	150201098	150202708	1
RAET1E	chr6	150204511	150219238	-1
RAET1E-AS1	chr6	150205567	150240644	1
RP11-350J20.9	chr6	150225379	150227554	1
RAET1G	chr6	150238014	150244257	-1
RP11-244K5.6	chr6	150255663	150257918	1
ULBP2	chr6	150263136	150270371	1
RP11-244K5.7	chr6	150272969	150273375	1
ULBP1	chr6	150285143	150294846	1
RP11-472G23.3	chr6	150298607	150300241	1
BTF3P10	chr6	150299052	150299552	1
RAET1K	chr6	150319155	150326293	-1
RAET1L	chr6	150339470	150346668	-1
RAET1M	chr6	150353905	150354702	1
RP11-472G23.10	chr6	150361683	150363169	-1
PHBP1	chr6	150363682	150364489	1
ULBP3	chr6	150384286	150390231	-1
PPP1R14C	chr6	150464212	150571493	1
RNU4-7P	chr6	150647759	150647899	-1
IYD	chr6	150690028	150727105	1
SSR1P1	chr6	150705443	150706256	-1
RP11-291C6.1	chr6	150825947	150831436	-1
PLEKHG1	chr6	150920999	151164799	1
RP11-136K14.1	chr6	150921970	150926986	1
RP11-136K14.2	chr6	150945813	150947222	1
RP11-136K14.3	chr6	150971908	150973161	-1
PDCL3P5	chr6	151148799	151149520	1
MTHFD1L	chr6	151186685	151423023	1
RP1-99E18.2	chr6	151256104	151256702	1
RNU6-302P	chr6	151260358	151260464	1
AL133260.1	chr6	151361052	151361107	-1
RP1-292B18.3	chr6	151376033	151377193	-1
RP1-292B18.4	chr6	151409239	151549582	-1
RP1-292B18.1	chr6	151420665	151421069	1
RP1-297M16.2	chr6	151517816	151518773	-1
RNU6-300P	chr6	151522476	151522579	1
RP11-613F7.1	chr6	151546685	151547082	-1
AKAP12	chr6	151561134	151679692	1
RNU6-1247P	chr6	151601650	151601747	-1
RNY4P20	chr6	151619976	151620068	-1
RN7SKP268	chr6	151640770	151641085	1
ZBTB2	chr6	151685252	151712683	-1
RMND1	chr6	151725989	151773259	-1
HSPA8P15	chr6	151732394	151735080	-1
C6orf211	chr6	151773422	151791236	1
CCDC170	chr6	151815165	151942328	1
RNU6-813P	chr6	151936908	151937014	-1
ESR1	chr6	151977826	152450754	1
RP3-443C4.2	chr6	152134411	152135314	-1
SYNE1	chr6	152442819	152958936	-1
SYNE1-AS1	chr6	152701681	152702699	1
RP3-398G3.5	chr6	152723533	152726101	1
RNA5SP223	chr6	152731410	152731529	1
RP11-133I21.2	chr6	152867068	152868109	1
MYCT1	chr6	153019030	153045702	1
HSPD1P16	chr6	153026870	153027263	1
VIP	chr6	153071933	153080900	1
RP1-200K18.1	chr6	153115631	153153048	-1
AL133269.1	chr6	153177801	153177879	-1
TUBB4BP7	chr6	153219182	153220415	1
RP1-101K10.4	chr6	153280494	153280740	-1
FBXO5	chr6	153291664	153304714	-1
RP1-101K10.6	chr6	153304885	153310358	1
MTRF1L	chr6	153308497	153323820	-1
RGS17	chr6	153325594	153452384	-1
AL080276.1	chr6	153373597	153373679	1
RNA5SP224	chr6	153480355	153480480	-1
AL590867.1	chr6	153552455	153668623	1
RP11-475C16.1	chr6	153603422	153603868	-1
RP11-475C16.2	chr6	153625730	153630117	-1
AL358134.1	chr6	153665248	153665350	1
AL358134.2	chr6	153740156	153740225	-1
RNA5SP225	chr6	153741573	153741707	1
RP11-331O9.1	chr6	153986842	153987525	1
RP11-331O9.2	chr6	153987601	153987801	1
RP11-331O9.3	chr6	153987762	153988453	1
RP11-331O9.4	chr6	153988453	153989241	1
RP11-331O9.5	chr6	153989312	153989497	1
RP11-331O9.6	chr6	153989724	153989993	1
MTND4P13	chr6	153990014	153991036	1
RNU6-896P	chr6	154002582	154002688	1
HMGB3P19	chr6	154259568	154260127	-1
OPRM1	chr6	154331631	154568001	1
IPCEF1	chr6	154475631	154677926	-1
RP11-317B3.2	chr6	154538065	154538623	1
CNKSR3	chr6	154708638	154831793	-1
RP11-486M3.2	chr6	154870651	154871376	1
RPS4XP8	chr6	154897443	154898213	1
RP11-134L4.2	chr6	154926750	154927088	-1
RP11-15G8.1	chr6	155027777	155028929	1
SCAF8	chr6	155054459	155155192	1
RNU6-824P	chr6	155146310	155146413	-1
TIAM2	chr6	155153831	155578857	1
RP3-472M2.2	chr6	155166208	155166754	-1
MIR1273C	chr6	155174494	155174570	1
AL121952.1	chr6	155202416	155202504	1
RP11-477D19.2	chr6	155574273	155577858	-1
TFB1M	chr6	155578643	155635627	-1
CLDN20	chr6	155585147	155597682	1
RP1-257I9.2	chr6	155701645	155702317	-1
NOX3	chr6	155716504	155777037	-1
RNU7-152P	chr6	155976097	155976160	-1
MIR1202	chr6	156267931	156268013	1
SNORD28	chr6	156699884	156699958	1
RP11-518I13.1	chr6	156814360	156820905	-1
RP11-230C9.1	chr6	156983184	156983571	1
RP11-230C9.4	chr6	157095351	157095796	-1
RP11-230C9.2	chr6	157097494	157098211	-1
ARID1B	chr6	157099063	157531913	1
MIR4466	chr6	157100812	157100865	-1
RP11-230C9.3	chr6	157101461	157101589	-1
RP11-2J18.1	chr6	157297428	157298206	1
RP1-137K2.2	chr6	157428861	157440840	-1
TMEM242	chr6	157710418	157744633	-1
LDHAL6FP	chr6	157720077	157721158	-1
RP5-933K21.3	chr6	157744996	157745509	1
RP5-933K21.2	chr6	157787022	157787955	-1
RP3-395C13.1	chr6	157793588	157794203	-1
ZDHHC14	chr6	157802165	158099178	1
MIR3692	chr6	157950164	157950232	1
RP11-193H22.2	chr6	157998119	158003309	-1
SNX9	chr6	158244296	158366109	1
RP11-52J3.3	chr6	158250175	158251605	-1
RP11-52J3.2	chr6	158293603	158296242	-1
RP3-403L10.3	chr6	158306146	158313818	-1
HSPE1P26	chr6	158345434	158345708	1
RNU6-786P	chr6	158355200	158355289	1
SYNJ2	chr6	158402888	158520208	1
SYNJ2-IT1	chr6	158422139	158423415	1
SERAC1	chr6	158530536	158589312	-1
GTF2H5	chr6	158589384	158620376	1
AL590703.1	chr6	158596016	158596102	1
SRP72P2	chr6	158658368	158663829	-1
RP11-732M18.3	chr6	158703295	158733390	1
TULP4	chr6	158733692	158932860	1
RP11-732M18.2	chr6	158818917	158819593	-1
RN7SL173P	chr6	158858829	158859118	1
CACYBPP3	chr6	158936637	158937261	-1
TMEM181	chr6	158957468	159056460	1
TATDN2P2	chr6	159030738	159042668	-1
AL591025.1	chr6	159047471	159049322	1
DYNLT1	chr6	159057506	159065771	-1
SYTL3	chr6	159071046	159185908	1
AMZ2P2	chr6	159146779	159147835	-1
MIR3918	chr6	159185693	159185785	-1
EZR	chr6	159186773	159240444	-1
EZR-AS1	chr6	159239043	159241625	1
OSTCP1	chr6	159262149	159278664	-1
C6orf99	chr6	159290971	159331385	1
yR211F11.2	chr6	159342303	159343182	-1
RNU6-293P	chr6	159347498	159347603	-1
RSPH3	chr6	159393903	159421219	-1
RP1-111C20.4	chr6	159409210	159485957	1
TAGAP	chr6	159455500	159466184	-1
RP1-111C20.3	chr6	159485760	159486305	-1
RP11-13P5.1	chr6	159528823	159537085	1
RP11-13P5.2	chr6	159586941	159591039	-1
FNDC1	chr6	159590429	159693141	1
FNDC1-IT1	chr6	159661818	159664361	1
RP11-125D12.1	chr6	159774954	159775705	-1
RP11-125D12.2	chr6	159804563	159817475	1
RP3-393E18.1	chr6	159947094	159947559	-1
RP3-393E18.2	chr6	160007987	160010201	-1
SOD2	chr6	160090089	160183561	-1
HNRNPH1P1	chr6	160133833	160135017	-1
RNU4ATAC18P	chr6	160141447	160141572	-1
WTAP	chr6	160146617	160177351	1
ACAT2	chr6	160181360	160200144	1
TCP1	chr6	160199530	160210781	-1
SNORA20	chr6	160201282	160201413	-1
SNORA29	chr6	160206626	160206765	-1
MRPL18	chr6	160210844	160219468	1
PNLDC1	chr6	160221298	160241736	1
RP1-249F5.3	chr6	160320218	160323542	1
MAS1	chr6	160327974	160329108	1
IGF2R	chr6	160390131	160534539	1
AIRN	chr6	160424323	160428696	-1
RP11-288H12.3	chr6	160514114	160517244	1
RP11-288H12.4	chr6	160529406	160532536	1
SLC22A1	chr6	160542821	160579750	1
RP11-317M22.1	chr6	160584571	160584787	-1
SLC22A2	chr6	160592093	160698670	-1
RP1-276N6.2	chr6	160693649	160697162	1
SLC22A3	chr6	160769300	160876014	1
AL591069.1	chr6	160824666	160825898	1
LPAL2	chr6	160874460	160932156	-1
LPA	chr6	160952515	161087407	-1
RP1-81D8.4	chr6	161087260	161097555	-1
RP1-81D8.3	chr6	161119320	161121664	1
PLG	chr6	161123270	161174347	1
RP11-235G24.1	chr6	161293920	161339681	-1
RP11-235G24.2	chr6	161326802	161334670	1
RP11-235G24.3	chr6	161347401	161348194	1
RP3-428L16.1	chr6	161352112	161390803	1
RP3-428L16.2	chr6	161411350	161413374	-1
MAP3K4	chr6	161412759	161538417	1
AGPAT4	chr6	161551011	161695093	-1
PARK2	chr6	161768452	163148803	-1
AL035697.1	chr6	162036098	162036191	1
KRT8P44	chr6	162989411	162990760	1
PACRG	chr6	163148164	163736524	1
RP11-157L10.1	chr6	163378290	163378580	-1
RP1-257A15.1	chr6	163463589	163475193	-1
AL078585.1	chr6	163586446	163612840	-1
RP3-495O10.1	chr6	163784242	163784495	1
CAHM	chr6	163834097	163834992	-1
QKI	chr6	163835032	163999628	1
RP5-826L7.1	chr6	164007615	164009197	-1
RP1-230L10.1	chr6	164124936	164180873	1
RN7SL366P	chr6	164261593	164261882	1
RP1-155D22.2	chr6	164505055	164506693	-1
RP1-155D22.1	chr6	164529652	164530726	-1
RP11-347L18.1	chr6	164767522	164769677	-1
RP11-300M24.1	chr6	165241239	165245119	1
RP11-534P19.1	chr6	165530684	165531013	-1
C6orf118	chr6	165693153	165723096	-1
PDE10A	chr6	165740776	166400091	-1
RNA5SP226	chr6	165823051	165823165	1
RNU6-730P	chr6	166131723	166131826	-1
RP11-252P19.1	chr6	166167677	166189268	1
RP11-252P19.2	chr6	166186689	166188674	-1
SDIM1	chr6	166307330	166309725	-1
LINC00473	chr6	166322290	166401536	-1
AL590482.1	chr6	166355759	166355829	-1
GAPDHP72	chr6	166477779	166478788	1
T	chr6	166571144	166582188	-1
RNU6-153P	chr6	166622891	166622994	1
RP4-655C5.4	chr6	166650457	166657197	1
GNG5P1	chr6	166653778	166653981	-1
PRR18	chr6	166719168	166721936	-1
SFT2D1	chr6	166733216	166756079	-1
HNRNPA1P49	chr6	166748056	166748959	1
MPC1	chr6	166778407	166796486	-1
RP1-168L15.5	chr6	166796677	166798312	1
RPS6KA2	chr6	166822852	167319939	-1
RPS6KA2-IT1	chr6	166874151	166878871	-1
MIR1913	chr6	166922842	166922921	-1
Z98049.1	chr6	166945369	166947709	1
FAM103A2P	chr6	166999612	166999965	-1
RP3-497J21.1	chr6	167114582	167116327	-1
RP11-514O12.4	chr6	167271582	167369612	-1
RPS6KA2-AS1	chr6	167317186	167318323	1
RNASET2	chr6	167342992	167370679	-1
AL133458.1	chr6	167357853	167360151	-1
RP1-167A14.2	chr6	167383114	167412553	-1
MIR3939	chr6	167411295	167411400	-1
FGFR1OP	chr6	167412670	167466201	1
RP11-517H2.6	chr6	167412893	167552629	1
CCR6	chr6	167525295	167553184	1
TCP10L2	chr6	167559902	167610401	1
GPR31	chr6	167569759	167571817	-1
RP11-568A7.1	chr6	167622119	167622385	-1
RP11-568A7.3	chr6	167650996	167653968	-1
RP11-568A7.2	chr6	167655379	167659404	1
UNC93A	chr6	167684657	167729507	1
TTLL2	chr6	167738574	167772991	1
RP3-366N23.4	chr6	167760960	167761541	1
TCP10	chr6	167770521	167797998	-1
RP11-351J23.2	chr6	168067520	168079950	-1
RP11-351J23.1	chr6	168080306	168084467	-1
RP3-431P23.2	chr6	168167763	168169248	-1
C6orf123	chr6	168185217	168197539	-1
AL009178.1	chr6	168196210	168198927	1
MLLT4-AS1	chr6	168224556	168227389	-1
MLLT4	chr6	168227602	168372703	1
RP3-470B24.5	chr6	168376604	168380456	-1
KIF25-AS1	chr6	168393502	168397757	-1
KIF25	chr6	168396921	168445769	1
FRMD1	chr6	168456425	168482237	-1
RP11-503C24.1	chr6	168595038	168605181	1
RP11-503C24.2	chr6	168625959	168627197	-1
RP11-503C24.3	chr6	168630412	168641395	1
RP11-503C24.4	chr6	168643618	168663261	1
CTAGE13P	chr6	168687585	168690030	-1
DACT2	chr6	168693510	168720434	-1
RP11-503C24.6	chr6	168698749	168702794	-1
RP1-39J2.1	chr6	168775377	168776035	1
SMOC2	chr6	168841831	169073984	1
AL391319.1	chr6	169067733	169068243	1
RP1-125N5.2	chr6	169116745	169123604	1
RP3-495K2.3	chr6	169362705	169364436	-1
RP3-495K2.2	chr6	169434292	169435737	-1
RP3-495K2.1	chr6	169467913	169469519	1
RP11-417E7.1	chr6	169558187	169563019	-1
RP11-417E7.2	chr6	169575401	169582835	-1
XXyac-YX65C7_A.2	chr6	169613349	169639660	1
THBS2	chr6	169615875	169654139	-1
XXyac-YX65C7_A.3	chr6	169686629	169689311	-1
